.y.	group1	group2	n1	n2	statistic	p	p.adj	p.adj.signif	Group
value	Control	Chronic	5	5	0.9132502253084714	0.3611109540894222	1	ns	Shuttleworthia
value	Control	Binge	5	5	0.7025001733142089	0.4823672936714141	1	ns	Shuttleworthia
value	Control	Chronic.Binge	5	5	-0.6322501559827882	0.5272234280230681	1	ns	Shuttleworthia
value	Chronic	Binge	5	5	-0.21075005199426253	0.8330823157942586	1	ns	Shuttleworthia
value	Chronic	Chronic.Binge	5	5	-1.5455003812912596	0.12222527674521078	0.7333516604712647	ns	Shuttleworthia
value	Binge	Chronic.Binge	5	5	-1.334750329296997	0.18195807518589957	1	ns	Shuttleworthia
value	Control	Chronic	5	5	0	1	1	ns	Roseburia
value	Control	Binge	5	5	2.051956704170308	0.04017387028851212	0.2410432217310727	ns	Roseburia
value	Control	Chronic.Binge	5	5	0	1	1	ns	Roseburia
value	Chronic	Binge	5	5	2.051956704170308	0.04017387028851212	0.2410432217310727	ns	Roseburia
value	Chronic	Chronic.Binge	5	5	0	1	1	ns	Roseburia
value	Binge	Chronic.Binge	5	5	-2.051956704170308	0.04017387028851212	0.2410432217310727	ns	Roseburia
value	Control	Chronic	5	5	0	1	1	ns	Tyzzerella
value	Control	Binge	5	5	2.5701139496694916	0.010166506824488051	0.060999040946928304	ns	Tyzzerella
value	Control	Chronic.Binge	5	5	1.3839075113604953	0.16638677650046818	0.9983206590028091	ns	Tyzzerella
value	Chronic	Binge	5	5	2.5701139496694916	0.010166506824488051	0.060999040946928304	ns	Tyzzerella
value	Chronic	Chronic.Binge	5	5	1.3839075113604953	0.16638677650046818	0.9983206590028091	ns	Tyzzerella
value	Binge	Chronic.Binge	5	5	-1.1862064383089965	0.23554078429618394	1	ns	Tyzzerella
value	Control	Chronic	5	5	-1.334750329296997	0.18195807518589957	1	ns	Blautia
value	Control	Binge	5	5	0.8430002079770501	0.39922832747808795	1	ns	Blautia
value	Control	Chronic.Binge	5	5	-1.334750329296997	0.18195807518589957	1	ns	Blautia
value	Chronic	Binge	5	5	2.177750537274047	0.02942461419040838	0.17654768514245028	ns	Blautia
value	Chronic	Chronic.Binge	5	5	0	1	1	ns	Blautia
value	Binge	Chronic.Binge	5	5	-2.177750537274047	0.02942461419040838	0.17654768514245028	ns	Blautia
value	Control	Chronic	5	5	-1.0772772696894115	0.28135641391983146	1	ns	Lachnospira
value	Control	Binge	5	5	-0.10259783520851504	0.9182821610274706	1	ns	Lachnospira
value	Control	Chronic.Binge	5	5	-1.0772772696894115	0.28135641391983146	1	ns	Lachnospira
value	Chronic	Binge	5	5	0.9746794344808966	0.32971929731267896	1	ns	Lachnospira
value	Chronic	Chronic.Binge	5	5	0	1	1	ns	Lachnospira
value	Binge	Chronic.Binge	5	5	-0.9746794344808966	0.32971929731267896	1	ns	Lachnospira
value	Control	Chronic	5	5	-0.2855609643800819	0.7752144048498919	1	ns	Erysipelatoclostridium
value	Control	Binge	5	5	0.17133657862804955	0.863959120110328	1	ns	Erysipelatoclostridium
value	Control	Chronic.Binge	5	5	1.0280194717682951	0.3039406683674021	1	ns	Erysipelatoclostridium
value	Chronic	Binge	5	5	0.4568975430081314	0.6477446900924246	1	ns	Erysipelatoclostridium
value	Chronic	Chronic.Binge	5	5	1.3135804361483772	0.18898743595799586	1	ns	Erysipelatoclostridium
value	Binge	Chronic.Binge	5	5	0.8566828931402456	0.39162016008826345	1	ns	Erysipelatoclostridium
value	Control	Chronic	5	5	-1.4752503639598384	0.14014524564593228	0.8408714738755937	ns	Anaerotruncus
value	Control	Binge	5	5	0.5620001386513676	0.5741159246427903	1	ns	Anaerotruncus
value	Control	Chronic.Binge	5	5	-1.4752503639598384	0.14014524564593228	0.8408714738755937	ns	Anaerotruncus
value	Chronic	Binge	5	5	2.0372505026112058	0.041624945255998594	0.24974967153599156	ns	Anaerotruncus
value	Chronic	Chronic.Binge	5	5	0	1	1	ns	Anaerotruncus
value	Binge	Chronic.Binge	5	5	-2.0372505026112058	0.041624945255998594	0.24974967153599156	ns	Anaerotruncus
value	Control	Chronic	5	5	-1.598775273601305	0.10987054505582661	0.6592232703349596	ns	GCA-900066575
value	Control	Binge	5	5	-0.39215242560032026	0.6949455933451231	1	ns	GCA-900066575
value	Control	Chronic.Binge	5	5	0.42231799680034426	0.6727929238219517	1	ns	GCA-900066575
value	Chronic	Binge	5	5	1.2066228480009848	0.227577423553198	1	ns	GCA-900066575
value	Chronic	Chronic.Binge	5	5	2.021093270401649	0.04327011085774675	0.2596206651464805	ns	GCA-900066575
value	Binge	Chronic.Binge	5	5	0.8144704224006645	0.4153755097686224	1	ns	GCA-900066575
value	Control	Chronic	5	5	0	1	1	ns	Dorea
value	Control	Binge	5	5	1.414213562373095	0.15729920705028516	0.943795242301711	ns	Dorea
value	Control	Chronic.Binge	5	5	0	1	1	ns	Dorea
value	Chronic	Binge	5	5	1.414213562373095	0.15729920705028516	0.943795242301711	ns	Dorea
value	Chronic	Chronic.Binge	5	5	0	1	1	ns	Dorea
value	Binge	Chronic.Binge	5	5	-1.414213562373095	0.15729920705028516	0.943795242301711	ns	Dorea
value	Control	Chronic	5	5	-0.4369151170035753	0.6621729082958605	1	ns	Turicibacter
value	Control	Binge	5	5	-0.1638431688763407	0.8698546070046264	1	ns	Turicibacter
value	Control	Chronic.Binge	5	5	0.054614389625446735	0.9564456746058143	1	ns	Turicibacter
value	Chronic	Binge	5	5	0.2730719481272347	0.7847979096663901	1	ns	Turicibacter
value	Chronic	Chronic.Binge	5	5	0.49152950662902206	0.623051987998624	1	ns	Turicibacter
value	Binge	Chronic.Binge	5	5	0.21845755850178744	0.8270726231014638	1	ns	Turicibacter
value	Control	Chronic	5	5	-0.945807871178327	0.34424659016034637	1	ns	Monoglobus
value	Control	Binge	5	5	0.687860269947875	0.4915407778709768	1	ns	Monoglobus
value	Control	Chronic.Binge	5	5	-0.945807871178327	0.34424659016034637	1	ns	Monoglobus
value	Chronic	Binge	5	5	1.633668141126202	0.1023285513806729	0.6139713082840375	ns	Monoglobus
value	Chronic	Chronic.Binge	5	5	0	1	1	ns	Monoglobus
value	Binge	Chronic.Binge	5	5	-1.633668141126202	0.1023285513806729	0.6139713082840375	ns	Monoglobus
value	Control	Chronic	5	5	-0.945807871178327	0.34424659016034637	1	ns	Negativibacillus
value	Control	Binge	5	5	0.687860269947875	0.4915407778709768	1	ns	Negativibacillus
value	Control	Chronic.Binge	5	5	-0.945807871178327	0.34424659016034637	1	ns	Negativibacillus
value	Chronic	Binge	5	5	1.633668141126202	0.1023285513806729	0.6139713082840375	ns	Negativibacillus
value	Chronic	Chronic.Binge	5	5	0	1	1	ns	Negativibacillus
value	Binge	Chronic.Binge	5	5	-1.633668141126202	0.1023285513806729	0.6139713082840375	ns	Negativibacillus
value	Control	Chronic	5	5	-1.8815878057660378	0.059892003178999696	0.35935201907399816	ns	Eubacterium_nodatum_group
value	Control	Binge	5	5	-0.6899155287808804	0.49024730974746183	1	ns	Eubacterium_nodatum_group
value	Control	Chronic.Binge	5	5	-0.5644763417298115	0.5724299965897003	1	ns	Eubacterium_nodatum_group
value	Chronic	Binge	5	5	1.1916722769851575	0.2333897724939949	1	ns	Eubacterium_nodatum_group
value	Chronic	Chronic.Binge	5	5	1.3171114640362263	0.1878012648570956	1	ns	Eubacterium_nodatum_group
value	Binge	Chronic.Binge	5	5	0.12543918705106874	0.9001758663218216	1	ns	Eubacterium_nodatum_group
value	Control	Chronic	5	5	0	1	1	ns	Lachnospiraceae_UCG-004
value	Control	Binge	5	5	1.414213562373095	0.15729920705028516	0.943795242301711	ns	Lachnospiraceae_UCG-004
value	Control	Chronic.Binge	5	5	0	1	1	ns	Lachnospiraceae_UCG-004
value	Chronic	Binge	5	5	1.414213562373095	0.15729920705028516	0.943795242301711	ns	Lachnospiraceae_UCG-004
value	Chronic	Chronic.Binge	5	5	0	1	1	ns	Lachnospiraceae_UCG-004
value	Binge	Chronic.Binge	5	5	-1.414213562373095	0.15729920705028516	0.943795242301711	ns	Lachnospiraceae_UCG-004
value	Control	Chronic	5	5	-1.0772772696894115	0.28135641391983146	1	ns	Akkermansia
value	Control	Binge	5	5	-0.10259783520851504	0.9182821610274706	1	ns	Akkermansia
value	Control	Chronic.Binge	5	5	-1.0772772696894115	0.28135641391983146	1	ns	Akkermansia
value	Chronic	Binge	5	5	0.9746794344808966	0.32971929731267896	1	ns	Akkermansia
value	Chronic	Chronic.Binge	5	5	0	1	1	ns	Akkermansia
value	Binge	Chronic.Binge	5	5	-0.9746794344808966	0.32971929731267896	1	ns	Akkermansia
