sample-id,depth-1_iter-1,depth-1_iter-2,depth-1_iter-3,depth-1_iter-4,depth-1_iter-5,depth-1_iter-6,depth-1_iter-7,depth-1_iter-8,depth-1_iter-9,depth-1_iter-10,depth-1112_iter-1,depth-1112_iter-2,depth-1112_iter-3,depth-1112_iter-4,depth-1112_iter-5,depth-1112_iter-6,depth-1112_iter-7,depth-1112_iter-8,depth-1112_iter-9,depth-1112_iter-10,depth-2223_iter-1,depth-2223_iter-2,depth-2223_iter-3,depth-2223_iter-4,depth-2223_iter-5,depth-2223_iter-6,depth-2223_iter-7,depth-2223_iter-8,depth-2223_iter-9,depth-2223_iter-10,depth-3334_iter-1,depth-3334_iter-2,depth-3334_iter-3,depth-3334_iter-4,depth-3334_iter-5,depth-3334_iter-6,depth-3334_iter-7,depth-3334_iter-8,depth-3334_iter-9,depth-3334_iter-10,depth-4445_iter-1,depth-4445_iter-2,depth-4445_iter-3,depth-4445_iter-4,depth-4445_iter-5,depth-4445_iter-6,depth-4445_iter-7,depth-4445_iter-8,depth-4445_iter-9,depth-4445_iter-10,depth-5556_iter-1,depth-5556_iter-2,depth-5556_iter-3,depth-5556_iter-4,depth-5556_iter-5,depth-5556_iter-6,depth-5556_iter-7,depth-5556_iter-8,depth-5556_iter-9,depth-5556_iter-10,depth-6667_iter-1,depth-6667_iter-2,depth-6667_iter-3,depth-6667_iter-4,depth-6667_iter-5,depth-6667_iter-6,depth-6667_iter-7,depth-6667_iter-8,depth-6667_iter-9,depth-6667_iter-10,depth-7778_iter-1,depth-7778_iter-2,depth-7778_iter-3,depth-7778_iter-4,depth-7778_iter-5,depth-7778_iter-6,depth-7778_iter-7,depth-7778_iter-8,depth-7778_iter-9,depth-7778_iter-10,depth-8889_iter-1,depth-8889_iter-2,depth-8889_iter-3,depth-8889_iter-4,depth-8889_iter-5,depth-8889_iter-6,depth-8889_iter-7,depth-8889_iter-8,depth-8889_iter-9,depth-8889_iter-10,depth-10000_iter-1,depth-10000_iter-2,depth-10000_iter-3,depth-10000_iter-4,depth-10000_iter-5,depth-10000_iter-6,depth-10000_iter-7,depth-10000_iter-8,depth-10000_iter-9,depth-10000_iter-10,forward-absolute-filepath,reverse-absolute-filepath,group,sex,group-sex
MB1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.789505060290376,5.708474616795588,5.730818044849606,5.685588858672908,5.688413568316501,5.77267765935639,5.767026475924108,5.69511455813727,5.77091348492761,5.692680813699123,5.77875333603957,5.735253989322427,5.767073054214782,5.730319275431125,5.749518458247347,5.803107176374802,5.763601886891875,5.7148036219183815,5.763312481692667,5.758653477979195,5.762583275519852,5.764011214747975,5.758191697095791,5.763696173100245,5.766836243650475,5.778185168973869,5.745508006712772,5.775456344419272,5.756184283825792,5.795996678137404,5.738676777990213,5.774570025614461,5.784440184098979,5.7817310529011765,5.7577409117382885,5.777908554033199,5.779663558422062,5.78532985387666,5.77532803010886,5.76265586753436,5.761897470177503,5.789944730603247,5.787641615272763,5.786590797871403,5.748654150922434,5.7669154809466905,5.776435478137145,5.785248800826144,5.771408944066384,5.778396579842188,5.760554860941338,5.772423602283985,5.785471988538005,5.779354495440415,5.780810373144872,5.778304369628708,5.773976339348603,5.7740113329517415,5.777103455564866,5.769968031205082,5.77584556647514,5.787253321867528,5.756849535700035,5.79015443389583,5.766528703415663,5.77296012190565,5.765787982050539,5.777364319921252,5.78469708689532,5.76641437149227,5.7765957020653484,5.7731992007584685,5.768011433600563,5.776708446343172,5.790301564531055,5.778771544291405,5.78029076424994,5.786586095936295,5.77689652223319,5.782179863397305,5.790382328326148,5.793267855071009,5.768466072797088,5.776358851813627,5.77396500353841,5.772935570029632,5.772516596560075,5.7823351202168185,5.768150985754711,5.7853538978451216,$PWD/data/MB1_S34_L001_R1_001.fastq.gz,$PWD/data/MB1_S34_L001_R2_001.fastq.gz,Binge,Male,Male-Binge
MB2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.342954675907239,6.351422551826494,6.382176183682438,6.41871533260202,6.411527761743812,6.478842466529916,6.357058966865644,6.4292811152528895,6.41412267346405,6.421307464788684,6.463336555586103,6.39199580893791,6.431745759194555,6.445707680577593,6.471205566160684,6.425985759980198,6.445260596264853,6.42974223616756,6.452988339521595,6.3894467252594405,6.476381720395296,6.4679238802664765,6.432998280317795,6.451974117933672,6.450240409427616,6.465275929057888,6.445093856757653,6.469319525640837,6.451844090446082,6.461066175089816,6.476323643602108,6.451176117317384,6.433851960196018,6.453298899332029,6.434596440857183,6.43991353760766,6.457834532861151,6.455480899326966,6.441633361930169,6.447047021458588,6.474230714493923,6.470676108930576,6.454819867121093,6.467698457607761,6.486774134537187,6.463425896817122,6.4441614053843645,6.458938931968131,6.491029018248884,6.458394796841199,6.481713771187111,6.452711253945627,6.469597855086949,6.463884878883539,6.48055175119697,6.447946751455428,6.461538276832083,6.437620084206424,6.474686295358144,6.450236998442671,6.452877298890483,6.463222479468435,6.4578957510716855,6.452445552291617,6.475191981179735,6.46115055796485,6.477227656032869,6.459456624334882,6.46637947918764,6.466681316843048,6.453236401951533,6.467517596553871,6.474086922963878,6.467861310307486,6.46270073443845,6.452533064085529,6.460867897913984,6.458518326658898,6.477683658734855,6.471644488052019,6.463942729477402,6.462554997603365,6.470549438907069,6.470025663265925,6.463296256129785,6.47180513571681,6.467942737519071,6.477439663689196,6.480306533292257,6.456501166679796,$PWD/data/MB2_S35_L001_R1_001.fastq.gz,$PWD/data/MB2_S35_L001_R2_001.fastq.gz,Binge,Male,Male-Binge
MB3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.538390904426833,6.460477924321817,6.455751975104338,6.495408517632767,6.521192152451414,6.479499501983622,6.455904103772119,6.498500738478255,6.476893567205306,6.525375189749047,6.527916309685068,6.5355289727736405,6.511669076594841,6.559912213759741,6.520210551410812,6.550470547331934,6.545280941610597,6.515684430274898,6.518140988856563,6.513112530764516,6.549172956977636,6.549530404150033,6.5124380966707305,6.5369894385544205,6.551294797698108,6.525896295760016,6.526163153234055,6.512377834231834,6.575611230557568,6.54197919838836,6.540510362706147,6.534815849765802,6.532006729071488,6.533161240864211,6.5478908772787,6.539961932122406,6.570155039734832,6.55914918487791,6.547509321106907,6.536239626700123,6.535611766787014,6.5587061125569015,6.545421279215262,6.547630487207565,6.573342265021321,6.564204720300413,6.563745328540711,6.542449747195359,6.538281981903609,6.571915322103439,6.568695349514338,6.559992593201791,6.558672958356699,6.559436614862728,6.547519465971225,6.544641590698088,6.551519223678183,6.539994387557737,6.558600614431363,6.554160160481484,6.566298509314725,6.56500370653514,6.5460859494003145,6.538607441665146,6.557848235216286,6.540381903716643,6.555246533448725,6.562127123695197,6.560573301846004,6.550035916337349,6.577413488461208,6.559913187294671,6.565092660619353,6.554645338859987,6.549592413942116,6.56902965291679,6.541798233241184,6.564054339922581,6.549271002855151,6.557907186322751,6.561538425378264,6.56603078537878,6.560051208489969,6.5522177515066,6.554314513560607,6.549022920624179,6.554592867287687,6.561251697190123,6.558471200573965,6.558585345140036,$PWD/data/MB3_S36_L001_R1_001.fastq.gz,$PWD/data/MB3_S36_L001_R2_001.fastq.gz,Binge,Male,Male-Binge
MB4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.619529363051939,6.573191752441694,6.592113751423536,6.553825556233766,6.568741005463364,6.575567731982289,6.594153970390932,6.592761256972759,6.604525406467863,6.589740639457547,6.643732272029222,6.621874274081664,6.638090878011242,6.622071358940817,6.606844754972926,6.6205445165978025,6.623481882194085,6.63190683521187,6.598029497515204,6.631963603264221,6.633450433238006,6.6245462068312495,6.639018960485184,6.629682806161635,6.653563852753558,6.652495359047657,6.605078729244742,6.67014110733075,6.649955584198537,6.67761714635585,6.664021943581675,6.637971193863023,6.656869332192004,6.634986953465345,6.663779686496992,6.643271558001775,6.641631249048379,6.639290498997544,6.636321184531638,6.6571503895256114,6.652012119995843,6.64969311471189,6.622802519239293,6.678731018141834,6.674596174932094,6.643452118460835,6.658641579821728,6.640855934997465,6.641124308628934,6.629118747272799,6.626958393147969,6.656497150328426,6.673680943678722,6.65920981212841,6.655978864356171,6.657981969391231,6.649674761777979,6.659962886088267,6.652901539669201,6.654542286020563,6.658089925558321,6.656301618429496,6.632781448963371,6.662584019363887,6.649915977567802,6.666779220250845,6.657504901273209,6.659160898613005,6.657271967541431,6.639785136665767,6.6559777785789365,6.651043495238241,6.649663554654517,6.666739264200913,6.643195557705746,6.643391563557877,6.657909838839795,6.667365164792581,6.672966176511796,6.660820161557243,6.663000315959408,6.666178171679833,6.650090545836726,6.675139630000767,6.671316875205037,6.669228367659005,6.664312534562483,6.652534798542447,6.662448993143827,6.665701630146149,$PWD/data/MB4_S37_L001_R1_001.fastq.gz,$PWD/data/MB4_S37_L001_R2_001.fastq.gz,Binge,Male,Male-Binge
MB5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.309532707901979,6.277041694765927,6.284904733486621,6.299485074248037,6.327291065471735,6.355230586258746,6.305842049271479,6.29631695748328,6.292297729199287,6.326992323317211,6.359798007351664,6.359080108885285,6.377228007328697,6.35871754947401,6.366809978373166,6.346643416054377,6.328738042171131,6.345319147553298,6.339563956060267,6.365860600010688,6.356233006944826,6.357358981788592,6.3617257548186,6.355312785692407,6.349259808734567,6.36567062254421,6.397388880632472,6.363243080539042,6.374451235779483,6.360924986716888,6.335923419601252,6.376298239287514,6.356975726800638,6.374810246887975,6.350494611795607,6.345429572899443,6.363978158781755,6.348524248638919,6.37636826306632,6.359572274317663,6.365286351614649,6.379410890332866,6.3723810550980655,6.364682161096708,6.361446208633108,6.358083767823119,6.359204771045723,6.358426393637779,6.365574131693235,6.3841497156209215,6.362074436949934,6.351404846942795,6.3773083259634245,6.37293411284258,6.3781241641055,6.380835351570576,6.361749256760942,6.355803323656752,6.375003471568952,6.350092238729936,6.3695874631883225,6.371029245714663,6.3663569713987656,6.382691234975511,6.366538145772836,6.37238720847199,6.380904497008538,6.38167030881184,6.381886486406983,6.361095388704438,6.376477312454686,6.372937376411764,6.368063206980671,6.370987383980945,6.375617519652815,6.374588289195962,6.376972009221036,6.373901736157203,6.373234237326596,6.383386069025951,6.382040878145737,6.37042483019268,6.371616227528405,6.378965999136995,6.375515220048988,6.36945853392066,6.371342909257089,6.370124127531363,6.374032732469631,6.367536415572878,$PWD/data/MB5_S38_L001_R1_001.fastq.gz,$PWD/data/MB5_S38_L001_R2_001.fastq.gz,Binge,Male,Male-Binge
MC1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.169333005767864,6.147283121428645,6.149838428691639,6.135800025001562,6.13692037832693,6.160385936460802,6.149310625559552,6.141687887221954,6.174357158762918,6.183864465164917,6.194966326345951,6.199940804215337,6.217699531977549,6.20729135180761,6.195954192185208,6.187048712622886,6.193365636185543,6.187598829599218,6.193405165782794,6.220974682146007,6.209433129878117,6.218760346815644,6.2180050672654215,6.2037324537288985,6.206657041243031,6.234895983978571,6.195943823356828,6.226235571435762,6.22186335163968,6.194499063871734,6.221841501382638,6.230089958189391,6.217495847940762,6.209959906641534,6.224341857628287,6.200865975369935,6.227852903157494,6.222251196467768,6.199487591743107,6.181013296488288,6.211179859258796,6.221506914109452,6.204318346995244,6.231143980322684,6.230036488370889,6.224380615010142,6.202036707690718,6.200436788319186,6.183113794232156,6.21206166296902,6.21957043475623,6.216514320371463,6.235249425027323,6.206109977388607,6.219456845784347,6.215863482596883,6.228942340978796,6.228244793425308,6.226834557927604,6.2237773057876105,6.20859710421716,6.227282220948978,6.230445138004902,6.231690992983634,6.217136080228555,6.217761439808447,6.220589275356232,6.215068330922143,6.215780005914304,6.226828583992322,6.214260475344196,6.2220405382082,6.237721971480414,6.205137309614693,6.222324131414129,6.224555626854173,6.220886756643278,6.2134952186414765,6.23369521313553,6.224953363987707,6.222728458147106,6.220665185397929,6.231542902320009,6.209057368531329,6.213249818573771,6.226006143018158,6.246768571958216,6.217984387727747,6.2323399032435,6.228379798537219,$PWD/data/MC1_S24_L001_R1_001.fastq.gz,$PWD/data/MC1_S24_L001_R2_001.fastq.gz,Control,Male,Male-Control
MC2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.057410177200099,6.162506378720967,6.107134812282314,6.172140558410122,6.128898761192752,6.156051008556445,6.175893299220116,6.100319270805959,6.150894461708817,6.124470449827932,6.121811606201233,6.13776307389816,6.14662618071227,6.104984898509879,6.128575127579215,6.17922049448287,6.148348652002652,6.147870220414835,6.115375237856165,6.164092121455766,6.166939617205977,6.144550537029975,6.154369501272047,6.183522012144703,6.146410302373815,6.1741301395164925,6.12121588166183,6.151207550552575,6.170837587060838,6.180762455058372,6.158076191034887,6.131198321075603,6.16064547991171,6.180763738027684,6.175452608019262,6.145234442494807,6.158124950262549,6.179883400049832,6.183795313557317,6.184845808296527,6.1853458056264765,6.18501519314101,6.153940792810946,6.142760716568355,6.186462641946047,6.184490908421595,6.160916574528391,6.186162695010264,6.168811305951297,6.179164405248374,6.17585941466751,6.134937183631632,6.159570559263619,6.145994033517893,6.170848390044142,6.186358018413307,6.15898860529807,6.158066862325926,6.164219926421637,6.171341066596206,6.177557617677038,6.185131581297755,6.179633126805697,6.173464439446106,6.150930269927729,6.179776281350518,6.1915580400109445,6.185346384726655,6.174818795133233,6.190137486891339,6.166887190827579,6.173914710842217,6.181680594539449,6.1770990232411735,6.174841531177392,6.179543088526038,6.184641752804063,6.175269829071987,6.184912603362456,6.168172125938936,6.167838487330446,6.16260484934277,6.1732833537282295,6.189178780802871,6.183678580429491,6.184804030015149,6.182477604264595,6.172757951691362,6.159775958709344,6.182415732730155,$PWD/data/MC2_S25_L001_R1_001.fastq.gz,$PWD/data/MC2_S25_L001_R2_001.fastq.gz,Control,Male,Male-Control
MC3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.4920316938196665,6.526389099836464,6.490380405083868,6.486091453257932,6.556417492239492,6.436688603364701,6.515028851340659,6.48492691972596,6.513882061133276,6.511497980535456,6.525304547630964,6.583000375382146,6.564973450876428,6.565613765692841,6.523712554266729,6.559370472506147,6.535939009976623,6.561575636897666,6.547758666882685,6.550661793114437,6.530329049731816,6.575583451833374,6.578759587940072,6.570619163798259,6.551477832330244,6.570509069521183,6.533225160966599,6.580946605163723,6.577940360339855,6.541475186161609,6.577006788153966,6.564135279032836,6.545460010292448,6.570775397991143,6.583101243454751,6.56875995507341,6.566505839198213,6.556214984600905,6.584360194949399,6.610783858498328,6.567363151659562,6.575499672078589,6.578433434324587,6.568301302722645,6.57299812379918,6.56305752814042,6.552051401950875,6.59434765723699,6.588177616759042,6.579131869380143,6.585158949275334,6.584654632736552,6.5807717244452055,6.56413723369602,6.554305206454726,6.582033007486089,6.591722115108788,6.5877970373054255,6.5664954672277975,6.569367051542164,6.591680105816668,6.5857202675483535,6.584067783122937,6.582589299802057,6.567220581778636,6.57756492067132,6.572200652194154,6.576661032774156,6.571247800388386,6.588808491832381,6.566353864158955,6.577794569389623,6.588983812189066,6.591661295426755,6.5979333797799,6.577078649444636,6.5842200647661775,6.59634603719825,6.585549120695108,6.580256051221499,6.583553013026736,6.5958677630433655,6.587159221462335,6.584145358883539,6.588011941438265,6.587571975269818,6.591291515061428,6.573697375475988,6.582979855355241,6.586855679740504,$PWD/data/MC3_S26_L001_R1_001.fastq.gz,$PWD/data/MC3_S26_L001_R2_001.fastq.gz,Control,Male,Male-Control
MC4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.421796967742523,6.452948203988328,6.504114636743808,6.496460105331575,6.43439146096925,6.475486385194392,6.469327298446582,6.509844301053151,6.504853391726916,6.5102345147732095,6.525863506195219,6.52165461320178,6.506540343752237,6.521070770895238,6.506043842926187,6.510069044333051,6.532988850071353,6.509059802499017,6.510004506914974,6.518258174881045,6.48806618368422,6.534790539186931,6.533499968107014,6.515756854065014,6.520501168839535,6.531974304492251,6.55487991954629,6.546603179245812,6.507585864129775,6.534053662745446,6.534651263688395,6.544306339565336,6.512090935807271,6.541801537746484,6.543365801656804,6.539799867415256,6.515133813391871,6.536071111035849,6.52011260170025,6.533630346234398,6.547144251356531,6.535984733950806,6.548882644379449,6.537970092564319,6.527129245310639,6.543785886122329,6.531801588594233,6.545399679978543,6.543612645861733,6.529871973971974,6.537655873707329,6.526528059006501,6.536579895731001,6.543122497561209,6.539996140613559,6.531044516277108,6.516602303476464,6.538581825369731,6.530620519900269,6.540579029835864,6.555455315044592,6.535845405072441,6.544637060941597,6.550968419904151,6.539625419590978,6.552326068703738,6.53384353253862,6.536749573507453,6.551063723927215,6.543960090779103,6.541395513596664,6.535656835669228,6.541098659077288,6.539501392789152,6.541502947612721,6.526491352427952,6.54420856549526,6.539583013447779,6.543624471779167,6.539164643237309,6.536953398277394,6.541603630618234,6.544949505735568,6.54345924557756,6.5447285891393046,6.54736528555803,6.554623532515291,6.53776254060155,6.544107011442384,6.54227826966418,$PWD/data/MC4_S27_L001_R1_001.fastq.gz,$PWD/data/MC4_S27_L001_R2_001.fastq.gz,Control,Male,Male-Control
MC5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.187814812872402,6.174716771026891,6.161212373146588,6.219430144937747,6.187292899931288,6.204251844862245,6.173514065794084,6.214975555237569,6.241547544206085,6.216352251264872,6.262577486386951,6.240531003923377,6.221608293029998,6.216880916766145,6.265052873612455,6.265324437866167,6.189623360263394,6.211307670911152,6.230079124867582,6.213745043822728,6.251539226049906,6.24063400467586,6.232664453336761,6.244223934381078,6.2497523348904815,6.227032679388209,6.250635718955578,6.247767724570899,6.228505047472414,6.265796101054174,6.27783385465289,6.246502740736089,6.231696292573193,6.23851121847652,6.239444729241201,6.262285602570806,6.247364730365379,6.264828577245287,6.237711536463771,6.220876132525444,6.2553161159447646,6.235343152220564,6.259167624227135,6.248215398588745,6.257947390002582,6.242280252254531,6.244395001463414,6.2375637297831865,6.253656078612805,6.266378963641925,6.25843046367567,6.252375160638423,6.25394595005068,6.265196707717815,6.255039947783865,6.242939826350175,6.258207401048401,6.2700443635178615,6.233144920534412,6.254273653385094,6.262716621125315,6.260462115546625,6.2544274793740335,6.247994394982143,6.265025946854118,6.243231177525354,6.2637538842488025,6.263318390515288,6.258356450174183,6.252971611697063,6.265285381684369,6.242985059283908,6.261825859676088,6.270582487961259,6.261606144741277,6.260361136633718,6.243668419575056,6.250084514649849,6.2659179474925,6.252853723844685,6.259142489047143,6.270452444911335,6.255804715949953,6.263697389369738,6.258143195825789,6.255627875130768,6.2684713697945815,6.264465702161759,6.258758304632095,6.25781811473854,$PWD/data/MC5_S28_L001_R1_001.fastq.gz,$PWD/data/MC5_S28_L001_R2_001.fastq.gz,Control,Male,Male-Control
